"id","first_name","last_name","url","image_url","team_id","number","position","feet","inches","weight","last_attended","country","past_teams","age","bio","active","birthdate","professional_bio","personal_bio","before_nba_bio"
"349","Mark","Jackson","https://www.nba.com/stats/player/349/career/","https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png","1610612752","31","G",6,3,"195.0","St. John's (NY)","USA","{HOU,UTA,NYK,TOR,IND,DEN}",59,NULL,False,"April 1, 1965","No professional bio available","No personal bio available","No before NBA bio available"
"422","Avery","Johnson","https://www.nba.com/stats/player/422/career/","https://cdn.nba.com/headshots/nba/latest/260x190/422.png","1610612759","6","G",5,11,"185.0","Southern","USA","{GSW,DAL,DEN,SAS}",59,NULL,False,"March 25, 1965","No professional bio available","No personal bio available","No before NBA bio available"
"77327","Fred","LaCour","https://www.nba.com/stats/player/77327/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77327.png","1610612737","12","G",6,5,"210","San Francisco","USA",NULL,86,NULL,False,"February 7, 1938","No professional bio available","No personal bio available","No before NBA bio available"
"2053","Dalibor","Bagaric","https://www.nba.com/stats/player/2053/career/","https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png","1610612741","11","C",7,1,"290.0","Benston Zagreb","Croatia","{CHI}",44,NULL,False,"July 2, 1980","No professional bio available","No personal bio available","No before NBA bio available"
"200809","Chris","Quinn","https://www.nba.com/stats/player/200809/career/","https://cdn.nba.com/headshots/nba/latest/260x190/200809.png","1610612748","20","G",6,2,"175","Notre Dame","USA","{CLE,SAS,MIA}",41,NULL,False,"September 27, 1983","No professional bio available","No personal bio available","No before NBA bio available"
"452","Vin","Baker","https://www.nba.com/stats/player/452/career/","https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png","1610612760","34","F",6,11,"240.0","Hartford","USA","{LAC,HOU,NYK,BOS,MIL}",53,NULL,False,"November 23, 1971","No professional bio available","No personal bio available","No before NBA bio available"
"1630163","LaMelo","Ball","https://www.nba.com/player/1630163/lamelo-ball/","https://cdn.nba.com/headshots/nba/latest/260x190/1630163.png","1610612766","1","G",6,7,"180.0","Illawarra","USA","{CHA}",23,"LaMelo was born Aug. 22, 2001 in Chino Hills, California. He's the son of LaVar and Tina Ball, who both played college basketball. LaMelo's brother, Lonzo is an NBA point guard, while his other brother, LiAngelo has played professionally. Ball is part of the Facebook Watch reality show called ""Ball in the Family"", which shows the life of the Ball family. The Big Baller Brand, a sports apparel company founded by Ball's family, has released a signature shoe for LaMelo titled the Melo Ball 1. He's the youngest athlete in history to have a signature shoe. Prior to the NBA, Ball played professionally in Lithuania and Australia. Ball did not attend college and opted to play basketball internationally instead. He began in 2017-18 with Vytautas Prienu of the Lithuanian LKL. He appeared in eight games (one start), averaging 6.5 points, 2.4 assists and 1.1 rebounds in 12.8 minutes. His best performance with the team was against Zalgiris, where Ball recorded 19 points (6-11 FG, 4-7 3Pt, 3-4 FT), six assists and one steal in 28 minutes. Ball's next contract came with Illawarra in the Australian NBL. There, he started all 13 of his appearances, where he averaged 17.2 points, 7.9 rebounds, 6.8 assists and 1.5 steals in 31.3 minutes. His best performance was a win over Cairns, where Ball posted 32 points (11-20 FG, 4-7 3Pt, 6-8 FT), 13 assists, 11 rebounds and one steal in 40 minutes.",True,"August 22, 2001","Has appeared in 184 career games (164 starts) over four seasons with the Charlotte Hornets, averaging 20 points, 6.2 rebounds, 7.2 assists and 1.6 steals in 31.9 minutes per game... Selected third overall by the Charlotte Hornets in the 2020 NBA Draft... Voted the NBA Rookie of the Year for 2020-21... Became the fourth-youngest All-Star in NBA history (20 years, 182 days old) when he was selected to the 2022 NBA All-Star game... Tallied his 1,000th career assist on Jan. 4, 2023, also the fourth-youngest in history to do so... Averaged 23.9 points, 8.0 assists and 1.8 steals per game in 22 games played in 2023-24.","Born in Anaheim, Calif... Has two older brothers, Lonzo and LiAngelo.","Spent his pre-draft season playing in the NBL for the Illawarra Hawks, averaging 17 points, 7.6 rebounds, 6.8 assists and 1.6 steals in 31.3 minutes per game and making 12 appearances... Previously attended Chino Hills High School and SPIRE Academy, and played professionally for BC Prienai in Lithuania before entering the NBA."
"77893","Brian","Quinnett","https://www.nba.com/stats/player/77893/career/","https://cdn.nba.com/headshots/nba/latest/260x190/77893.png","1610612752","23","G",6,8,"235","Washington State","USA","{NYK,DAL}",58,NULL,False,"May 30, 1966","No professional bio available","No personal bio available","No before NBA bio available"
"1496","Keith","Van Horn","https://www.nba.com/stats/player/1496/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1496.png","1610612751","2","F",6,10,"245.0","Utah","USA","{DAL,MIL,NYK,PHI}",49,NULL,False,"October 23, 1975","No professional bio available","No personal bio available","No before NBA bio available"
"1642259","Alexandre","Sarr","https://www.nba.com/player/1642259/alexandre-sarr/","https://cdn.nba.com/headshots/nba/latest/260x190/1642259.png","1610612764","12","C",7,0,"205.0","Perth","France","{WAS}",19,"No bio available",True,"April 26, 2005","No professional bio available","No personal bio available","No before NBA bio available"
"76693","Dick","Farley","https://www.nba.com/stats/player/76693/career/","https://cdn.nba.com/headshots/nba/latest/260x190/76693.png","1610612755","22","G",6,4,"190.0","Indiana","USA","{DET}",92,NULL,False,"April 13, 1932","No professional bio available","No personal bio available","No before NBA bio available"
"76091","Greg","Ballard","https://www.nba.com/stats/player/76091/career/","https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png","1610612764","42","F",6,7,"215.0","Oregon","USA","{WAS}",69,NULL,False,"January 29, 1955","No professional bio available","No personal bio available","No before NBA bio available"
"710","David","Vaughn","https://www.nba.com/stats/player/710/career/","https://cdn.nba.com/headshots/nba/latest/260x190/710.png","1610612753","42","F",6,9,"240.0","Memphis","USA","{CHI,GSW,ORL}",51,NULL,False,"March 23, 1973","No professional bio available","No personal bio available","No before NBA bio available"
"919","Loy","Vaught","https://www.nba.com/stats/player/919/career/","https://cdn.nba.com/headshots/nba/latest/260x190/919.png","1610612746","35","F/C",6,9,"240.0","Michigan","USA","{WAS,DAL,DET,LAC}",56,NULL,False,"February 27, 1968","No professional bio available","No personal bio available","No before NBA bio available"
"1037","Stojko","Vrankovic","https://www.nba.com/stats/player/1037/career/","https://cdn.nba.com/headshots/nba/latest/260x190/1037.png","1610612746","11","C",7,2,"260.0","Aris","Croatia","{LAC,MIN}",60,NULL,False,"January 22, 1964","No professional bio available","No personal bio available","No before NBA bio available"
"1517","Bobby","Jackson","https://www.nba.com/stats/player/1517/career/","https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png","1610612758","24","G",6,1,"185.0","Minnesota","USA","{SAC,HOU,MEM,MIN,DEN}",51,NULL,False,"March 13, 1973","No professional bio available","No personal bio available","No before NBA bio available"
"1114","Jaren","Jackson","https://www.nba.com/stats/player/1114/career/","https://cdn.nba.com/headshots/nba/latest/260x190/fallback.png","1610612759","2","G",6,6,"225.0","Georgetown","USA","{ORL,SAS,WAS}",57,NULL,False,"October 27, 1967","No professional bio available","No personal bio available","No before NBA bio available"
"1628366","Lonzo","Ball","https://www.nba.com/player/1628366/lonzo-ball/","https://cdn.nba.com/headshots/nba/latest/260x190/1628366.png","1610612741","2","G",6,6,"190.0","UCLA","USA","{CHI,NOP,LAL}",27,"Lonzo Anderson Ball was born in 1997 in Anaheim, California. He is the son of Tina and LaVar Ball and has two younger brothers, LiAngelo and LaMelo. His father played collegiate basketball and professional football for the London Monarchs in the World League of American Football. Ball attended and played basketball at Chino Hills High School just west of Los Angeles. During his senior season, he led Chino Hills to an undefeated 35-0 record, a state championship and a No. 1 national ranking. Ball averaged a triple-double of 23.9 points, 11.3 rebounds and 11.7 assists per game and was named the Naismith Prep Player of the Year, Morgan Wootten National Player of the Year, USA Today Boys Basketball Player of the Year and Mr. Basketball USA. After one season at UCLA, Ball entered the 2017 NBA Draft. As a pro, Ball has been passionate about giving back to his roots, and he is an avid volunteer in the Chino Hills community. Fans can follow the talented guard on Twitter (@ZO2_) and Instagram (@zo). Lonzo Ball played one season of collegiate hoops (2016-17) at the University of California, Los Angeles. The UCLA Bruins star was a Consensus First-Team All-American  and NABC D-I All-America First Team and Freshman of the Year selection. Over his freshman season, Ball started all 36 games for UCLA and averaged 14.6 points, 7.6 assists, 6.0 rebounds, 1.8 steals and 0.8 blocks per game while shooting 55.1 percent from the field. In his collegiate debut, Ball posted 19 points, 11 assists and eight rebounds in a win over Pacific. On Jan. 21, he posted a season-high 24 points during a home loss to Arizona. On March 4, Ball dished a season-high 14 assists during a home win over Washington State. Ball's Bruins ended the year with a mark of 31-5, which included an NCAA Tournament run that ended with a Sweet 16 loss to Kentucky. Over three tournament games, Ball averaged 14.3 points, 6.7 assists and 4.7 rebounds. After his freshman season ended, Ball declared himself eligible for the 2017 NBA Draft. He was selected by the Los Angeles Lakers with the second overall pick.",True,"October 27, 1997","Has appeared in 99 games (95 starts) for the Los Angeles Lakers. Holds career averages of 10.0 points, 6.2 rebounds and 6.4 assists in 32.4 minutes. Ball made All-Rookie Second Team in 2018. Has scored in double-figures 48 times, assisted in double-figures 20 times, and rebounded in double-digits 11 times, totaling 14 double-doubles and three triple-doubles.  2023-24 (CHICAGO): Missed season due to left knee surgery.  CAREER: Has appeared in 252 games (239 starts) for the Los Angeles Lakers, New Orleans Pelicans and Chicago Bulls ... holds career averages of 11.9 ppg, 6.2 apg, 5.7 rpg and 1.6 spg in 32.5 mpg ... shot .400 from the field, .364 from three and .578 from the free-throw line ... made All-Rookie Second Team in 2018 ... has scored in double figures 152 times, assisted in double figures 41 times and rebounded in double-digits 25 times, totaling 37 double-doubles and eight triple-doubles.","Personal: Son of LaVar and Tina Ball. Has two younger brothers, LiAngelo and LaMelo. Has one daughter, Zoey Ball. Lists rapping as his off-the-court talent. Passionate about giving back to his roots, and he is an avid volunteer in the Chino Hills community.","COLLEGE CAREER: Spent one season at UCLA and averaged 14.6 ppg, 6.0 rpg and an NCAA-leading 7.6 apg in 36 contests ... 2016-17: Consensus First-Team All-American ... NABC D-I All-America First Team and Freshman of the Year selection ... USBWA District IX Player of the Year and All-District IX honors ... named a finalist for the John R. Wooden Award, Naismith Trophy and Bob Cousy Point Guard of the Year Award ... Pac-12 Co-Player of the Year, Freshman of the Year and Newcomer of the Year, in addition to an All-Pac-12 First Team selection ... ranked first in the Pac-12 in assists (7.6), third in steals (1.8), fifth in field goal percentage (.551) and sixth in minutes (35.1) ... scored in double-figures in 31 of 36 games ... recorded nine double-doubles ...registered at least 10 assists in seven games and grabbed at least 10 rebounds in four contests ... scored a season-high 24 points vs. Arizona (1/21) ... set the UCLA single game freshman assists record, dishing 14 assists vs. Washington State (3/4) ... set UCLA's single-season assists record (274), the second-highest single-season total in Pac-12 history and a freshman record ... became the first player in the Pac-12 to average at least 14.0 points, 6.0 rebounds and 7.0 assists per game since Jason Kidd in 1992-93."
